uid	pubdate	authors	title	fulljournalname	elocationid
38225927	2024 Jan 16	"Du Y, Shi J, Wang J, Xun Z, Yu Z, Sun H, Bao R, Zheng J, Li Z, Ye Y"	Integration of Pan-Cancer Single-Cell and Spatial Transcriptomics Reveals Stromal Cell Features and Therapeutic Targets in Tumor Microenvironment.	Cancer research	doi: 10.1158/0008-5472.CAN-23-1418
38221941	2024	"Zhou X, Li Z, Chen H, Jiao M, Zhou C, Li H"	Relevance Analysis of TPM2 and Clinicopathological Characteristics in Breast Cancer.	International journal of general medicine	doi: 10.2147/IJGM.S442004
38217548	2024 Jan 12	"Li X, Guan H, Ma C, Dai Y, Su J, Chen X, Yuan Q, Wang J"	Combination of bulk RNA sequencing and scRNA sequencing uncover the molecular characteristics of MAPK signaling in kidney renal clear cell carcinoma.	Aging	doi: 10.18632/aging.205436
38217545	2024 Jan 12	"Wang G, Li Y, Pan R, Yin X, Jia C, She Y, Huang L, Yang G, Chi H, Tian G"	XRCC1: a potential prognostic and immunological biomarker in LGG based on systematic pan-cancer analysis.	Aging	doi: 10.18632/aging.205426
38213725	2024	"Xue D, Peng H, Li Z, Xu J, Ma H, Dang Y, Li F, Wang G, Sun Q"	Comprehensive analysis reveals TSPEAR as a prognostic biomarker in colorectal cancer.	Journal of Cancer	doi: 10.7150/jca.90028
38213717	2024	"Bao X, Leng X, Yu T, Zhu J, Zhao Y, Tenzindrogar, Yang Z, Wu S, Sun Q"	"Integrated Multi-omics Analyses Identify CDCA5 as a Novel Biomarker Associated with Alternative Splicing, Tumor Microenvironment, and Cell Proliferation in Colon Cancer Via Pan-cancer Analysis."	Journal of Cancer	doi: 10.7150/jca.91082
38213208	2024 Jan 1	"Huang W, Chen Z, Tang Y, Li J, Fan L"	A Pan-Cancer Analysis of the Immunological and Prognostic Role of BUB1 Mitotic Checkpoint Serine/Threonine Kinase B (BUB1B) in Human Tumors.	Clinical laboratory	doi: 10.7754/Clin.Lab.2023.230632
38212657	2024 Jan 11	"Liu X, Yuan R, Peng J, Xu A, Nie X, Tang R, Li G"	SLMO2 is a potential prognostic and immunological biomarker in human pan-cancer.	Scientific reports	doi: 10.1038/s41598-024-51720-5
38211410	2024 Mar	"Zhao Y, Wang J, Liang X, Wang C"	Clinical relevance of ORCs in predicting prognosis and immunotherapy outcomes: A pan-cancer analysis.	Immunobiology	doi: 10.1016/j.imbio.2024.152783
38205335	2024 Jan 15	"Wu W, Li H, Wang Z, Dai Z, Liang X, Luo P, Liu K, Zhang H, Zhang N, Li S, Zhang C"	The tertiary lymphoid structure-related signature identified PTGDS in regulating PD-L1 and promoting the proliferation and migration of glioblastoma.	Heliyon	doi: 10.1016/j.heliyon.2023.e23915
38204987	2024	"Li Y, Jiang M, Wei Y, He X, Li G, Lu C, Ge D"	Integrative Analyses of Pyrimidine Salvage Pathway-Related Genes Revealing the Associations Between UPP1 and Tumor Microenvironment.	Journal of inflammation research	doi: 10.2147/JIR.S440295
38200449	2024 Jan 10	"Tong Y, Zhou T, Wang X, Deng S, Qin L"	Upregulation of CENPM promotes breast carcinogenesis by altering immune infiltration.	BMC cancer	doi: 10.1186/s12885-023-11808-z
38193002	2023 Dec 31	"Wang XQ, Li LL, Lou P, Zhang Q, Wang Y"	Noval ceRNA axis-mediated high expression of TOP2A correlates with poor prognosis and tumor immune infiltration of hepatocellular carcinoma.	Translational cancer research	doi: 10.21037/tcr-23-755
38192979	2023 Dec 31	"Zhao Y, Tang H, Kuai Y, Xu J, Sun B, Li Y"	Identification of the function of FOSB in cholangiocarcinoma using bioinformatics analysis.	Translational cancer research	doi: 10.21037/tcr-23-829
38192978	2023 Dec 31	"Jia L, Chen J, Zhao J, Yang J"	Identification of enhancer RNA AC005515.1 as a novel biomarker for prognosis in esophageal cancer and predictors of immunotherapy response.	Translational cancer research	doi: 10.21037/tcr-23-777
38191418	2024 Jan 9	"Neo SY, Oliveira MMS, Tong L, Chen Y, Chen Z, Cismas S, Burduli N, Malmerfelt A, Teo JKH, Lam KP, Alici E, Girnita L, Wagner AK, Westerberg LS, Lundqvist A"	Natural killer cells drive 4-1BBL positive uveal melanoma towards EMT and metastatic disease.	Journal of experimental & clinical cancer research : CR	doi: 10.1186/s13046-023-02917-5
38190957	2024 Mar	"Huang H, Gu J, Kuang X, Yu Y, Rao B, Fang S, Lu J, Qiu F"	An integrative pan-cancer analysis of WWC family genes and functional validation in lung cancer.	Cellular signalling	doi: 10.1016/j.cellsig.2024.111034
38189855	2024 Jan 5	"Chen S, Du W, Feng K, Liu K, Li C, Li S, Yin H"	AMIGO2 is a pivotal therapeutic target related to M2 polarization of macrophages in pancreatic ductal adenocarcinoma.	Aging	doi: 10.18632/aging.205380
38188295	2023	"Bai Y, Li Y, Qin Y, Yang X, Tseng GC, Kim S, Park HJ"	The microRNA target site profile is a novel biomarker in the immunotherapy response.	Frontiers in oncology	doi: 10.3389/fonc.2023.1225221
38187773	2023 Dec 18	"Khaled ML, Ren Y, Kundalia R, Alhaddad H, Chen Z, Wallace GC, Evernden B, Ospina OE, Hall M, Liu M, Darville LNF, Izumi V, Chen YA, Pilon-Thomas S, Stewart PA, Koomen JM, Corallo SA, Jain MD, Robinson TJ, Locke FL, Forsyth PA, Smalley I"	Branched-chain keto acids promote an immune-suppressive and neurodegenerative microenvironment in leptomeningeal disease.	bioRxiv : the preprint server for biology	pii: 2023.12.18.572239. doi: 10.1101/2023.12.18.572239
38187400	2023	"Du H, Wang H, Luo Y, Jiao Y, Wu J, Dong S, Du D"	"An integrated analysis of bulk and single-cell sequencing data reveals that EMP1(+)/COL3A1(+) fibroblasts contribute to the bone metastasis process in breast, prostate, and renal cancers."	Frontiers in immunology	doi: 10.3389/fimmu.2023.1313536
38182861	2024 Mar	"Leng X, Liu J, Jin A, Zheng H, Wu J, Zhong L, Li Q, Li D"	Multi-omics Analyses Reveal Function of Apolipoprotein E in Alternative Splicing and Tumor Immune Microenvironment in Kidney Renal Clear Cell Carcinoma via Pan-cancer Analysis.	Cell biochemistry and biophysics	doi: 10.1007/s12013-023-01211-7
38180750	2024 Jan 4	"Xie D, Wang S, Jiang B, Li G, Wu G"	The potential value of the Purinergic pathway in the prognostic assessment and clinical application of kidney renal clear cell carcinoma.	Aging	doi: 10.18632/aging.205364
38178862	2023	"Zhao H, Yang K, Yue Z, Chen Z, Cheng Z, Sun H, Song C"	The role of ARL4C in predicting prognosis and immunotherapy drug susceptibility in pan-cancer analysis.	Frontiers in pharmacology	doi: 10.3389/fphar.2023.1288492
38178258	2024 Jan 4	"Wang B, Fan W, Tao Y, Zhang S, Wang J, Fan Z, Liu L, Wang Y"	The impact of SLC10A3 on prognosis and immune microenvironment in colorectal adenocarcinoma.	European journal of medical research	doi: 10.1186/s40001-023-01526-4
38178073	2024 Jan 4	"Xiong Y, Ma Y, Liu K, Lei J, Zhao J, Zhu J, Wang W, Wen M, Wang X, Sun Y, Zhao Y, Han Y, Jiang T, Liu Y"	A gene-based score for the risk stratification of stage IA lung adenocarcinoma.	Respiratory research	doi: 10.1186/s12931-023-02647-4
38177502	2024 Jan	"Bahcheli AT, Min HK, Bayati M, Zhao H, Fortuna A, Dong W, Dzneladze I, Chan J, Chen X, Guevara-Hoyer K, Dirks PB, Huang X, Reimand J"	Pan-cancer ion transport signature reveals functional regulators of glioblastoma aggression.	The EMBO journal	doi: 10.1038/s44318-023-00016-x
38175686	2024 Jan 3	"Wu Y, Zhao S, Guo W, Liu Y, Requena Mullor MDM, Rodrìguez RA, Wei R"	Systematic analysis of the prognostic value and immunological function of LTBR in human cancer.	Aging	doi: 10.18632/aging.205356
38175417	2024 Jan 4	"Li Y, Wang T, Jiang F"	Pan-Cancer Analysis of P3H1 and Experimental Validation in Renal Clear Cell Carcinoma.	Applied biochemistry and biotechnology	doi: 10.1007/s12010-023-04845-8
38172162	2024 Jan 3	"Lin W, Zhou J, Ma Y, Ge L, Luo Y, Wang Y, Zhou S"	Prognostic value of mitochondrial CKMT2 in Pan-cancer and its tumor immune correlation analysis.	Scientific reports	doi: 10.1038/s41598-023-46468-3
38171966	2024 Mar	"Zhong J, Amundadottir LT"	Uncovering dark matter in cancer by identifying epigenetic drivers.	Trends in genetics : TIG	doi: 10.1016/j.tig.2023.12.005
38170382	2024 Jan 3	"Sun D, Guo J, Liang W, Chen Y, Wei S, Li A, Wang L, Chen X"	Histone methyltransferase SUV39H2 regulates apoptosis and chemosensitivity in prostate cancer through AKT/FOXO signaling pathway.	"Medical oncology (Northwood, London, England)"	doi: 10.1007/s12032-023-02252-x
38169519	2024	"Wang Y, Guan L, Zhao Y, Yang Y, Wang Y, Feng S, Zou A, Li Y, Zhou B, Zhang D, Che W, Liu F"	A Comprehensive Pan-cancer Analysis of the Biological Immunomodulatory Function and Clinical Value of CD27.	Journal of Cancer	doi: 10.7150/jca.85446
38167828	2024 Mar	"Fan XT, Gao BF, Wang XF, Zhou K, Zhao Y, Yuan J"	Immune infiltration is associated with pan-cancer prognostic biomarker RING finger protein 187.	Journal of molecular recognition : JMR	doi: 10.1002/jmr.3071
38167455	2024 Jan 2	"Zhang R, Zhao W, Zhu X, Liu Y, Ding Q, Yang C, Zou H"	Identification of hub genes distinguishing subtypes in endometrial stromal sarcoma through comprehensive bioinformatics analysis.	Scientific reports	doi: 10.1038/s41598-023-47668-7
38167056	2024 Jan 2	"Cheng Y, Yang X, Wang Y, Li Q, Chen W, Dai R, Zhang C"	Multiple machine-learning tools identifying prognostic biomarkers for acute Myeloid Leukemia.	BMC medical informatics and decision making	doi: 10.1186/s12911-023-02408-9
38166842	2024 Jan 2	"Wang Y, Jiang H, Fu L, Guan L, Yang J, Ren J, Liu F, Li X, Ma X, Li Y, Cai H"	Prognostic value and immunological role of PD-L1 gene in pan-cancer.	BMC cancer	doi: 10.1186/s12885-023-11267-6
38166741	2024 Jan 2	"Xing T, Li L, Rao X, Zhao J, Chen Y, Ju G, Xu Y, Gao X, Dong G, Xia X, Guan Y, Zhang L, Wen Z, Liang J"	ARID1A deficiency promotes progression and potentiates therapeutic antitumour immunity in hepatitis B virus-related hepatocellular carcinoma.	BMC gastroenterology	doi: 10.1186/s12876-023-03059-w
38164286	2024	"Ding Y, Wang H, Wang Q, Jiang H, Li Z, Yu Z, Wang Q, Xu M"	"Pan-Cancer Analysis Reveals SOX2 as a Promising Prognostic and Immunotherapeutic Biomarker Across Various Cancer Types, Including Pancreatic Cancer."	Journal of Cancer	doi: 10.7150/jca.88397
38161736	2024 Dec	"Hu C, Li Q, Xiang L, Luo Y, Li S, An J, Yu X, Zhang G, Chen Y, Wang Y, Wang D"	Comprehensive pan-cancer analysis unveils the significant prognostic value and potential role in immune microenvironment modulation of TRIB3.	Computational and structural biotechnology journal	doi: 10.1016/j.csbj.2023.11.043
38160786	2024 Feb 1	"Hu Y, Jiang N, Wang X, Wu X, Bo J, Chen Y, Zeng Y, Wei X, Zhang H, Li M"	Systematic pan-cancer analysis of RNF186 with potential implications in progression and prognosis in human cancer.	Life sciences	doi: 10.1016/j.lfs.2023.122389
38159260	2024 Mar 11	"Lu Y, Chen R, Zhang H, Sun X, Li X, Yang M, Zhang X"	Prognostic significance and immunological role of HPRT1 in human cancers.	Biomolecules & biomedicine	doi: 10.17305/bb.2023.9775
38157278	2023 Dec 28	"Chen D, Zhou W, Chen J, Wang J"	Comprehensively prognostic and immunological analysis of VRK Serine/Threonine Kinase 1 in pan-cancer and identification in hepatocellular carcinoma.	Aging	doi: 10.18632/aging.205389
38155776	2024 Jan 19	"Zhou X, Xiao B, Jiang M, Rui J"	Pan-cancer analysis identifies EMC6 as a potential target for lung adenocarcinoma.	iScience	doi: 10.1016/j.isci.2023.108648
